40
1  23  1533151603.547590
600.120214 1647.490776 -0.501631
19  646.507222 1622.590663 -0.149000  2.017464 5.017013 1.525000  2.441822
20  652.076949 1624.842451 -0.150000  0.697362 0.614093 1.711000  -0.459162
21  624.694433 1621.586605 -0.074000  0.704587 0.630848 1.794000  2.348414
22  581.178972 1669.544909 1.625000  0.908855 1.167598 2.211000  2.517236
23  670.887421 1604.982323 -0.429000  2.287754 4.583742 1.629000  2.333241
24  599.117804 1640.625930 1.043000  0.887548 0.651267 1.891000  -0.503019
25  637.626123 1681.366918 0.009000  0.725404 1.203112 2.083000  0.988004
26  636.208915 1627.751939 -0.053000  1.892064 5.015317 1.792000  2.471481
27  572.785175 1666.548554 1.789000  2.160775 4.925828 1.639000  2.632358
28  626.617848 1617.220486 -0.124000  0.706813 0.621157 1.794000  1.572381
29  640.259120 1605.910753 -0.022000  1.004688 0.817118 1.835000  -0.772871
30  631.800983 1645.046215 -0.459000  0.723640 0.726780 1.520000  0.952430
31  694.768539 1582.638298 0.517000  1.737409 6.070874 3.024000  2.554675
32  636.755111 1637.721136 -0.061000  0.592878 0.831698 1.950000  2.313488
33  622.115589 1622.353230 -0.014000  0.649644 0.754706 1.849000  -0.812945

4  38  1533151605.047769
610.979678 1640.979419 -0.576383
1  635.880492 1637.005381 0.065000  0.795138 0.626568 1.778000  2.416642
2  610.876558 1633.591754 0.816000  0.725397 0.915643 1.904000  2.457234
3  605.725818 1634.658892 0.676000  0.526407 0.392033 1.322000  2.943010
4  617.367856 1650.028165 0.813000  0.514989 0.711410 1.752000  2.770944
5  636.387394 1675.325671 -0.012000  0.813691 1.061540 2.000000  1.063708
6  604.365243 1632.429013 0.475000  0.511170 0.280452 1.150000  -2.225024
7  620.267000 1625.877484 0.284000  0.537018 1.083942 1.975000  2.517295
8  626.914306 1620.007877 0.110000  0.577535 0.796397 1.590000  2.285205
9  643.080179 1613.970558 -0.196000  1.979255 4.737103 1.481000  -0.838818
10  600.133281 1641.066826 1.179000  0.655521 0.888083 1.929000  -0.447858
11  651.329789 1624.035715 -0.297000  0.440433 0.394568 1.348000  -0.633937
12  620.591807 1647.035948 0.721000  0.674995 0.333847 1.761000  2.531173
13  658.877704 1612.948604 -0.113000  1.611633 5.060588 1.672000  -1.790500
14  621.380046 1623.017469 0.146000  0.557784 0.685939 1.890000  -0.670187
15  594.873024 1650.307871 1.166000  1.919663 4.433631 1.515000  -0.484514
16  639.863174 1643.933491 0.017000  0.354022 0.409265 1.656000  0.570806
17  626.413521 1618.718264 0.013000  0.691005 0.400116 1.622000  2.189329
18  602.643698 1628.171645 0.493000  0.516441 0.501576 2.000000  1.044096
19  641.116522 1643.319157 0.015000  0.711168 0.460850 1.807000  1.395774
20  603.014740 1627.532605 0.434000  0.417664 0.503792 1.851000  1.074817
21  631.363521 1636.931983 0.290000  0.490492 0.755756 1.877000  -2.622177
22  651.942485 1612.826484 -0.148000  1.483731 4.529984 1.560000  2.402517
23  646.605798 1622.158674 -0.291000  1.924287 4.920975 1.525000  2.459992
24  652.880893 1624.478185 -0.125000  0.548194 0.734944 1.711000  -0.638490
25  624.354250 1621.900434 -0.011000  0.577782 0.682405 1.794000  2.250007
26  580.514911 1669.445710 1.801000  1.005656 0.960892 2.211000  2.600960
27  670.253038 1604.404065 -0.263000  1.722391 4.578033 1.629000  2.561838
28  599.580368 1640.607532 1.143000  0.643699 0.645303 1.891000  -0.530681
29  637.940296 1681.776310 0.031000  0.800273 1.060459 2.083000  0.849719
30  632.808552 1630.369671 0.080000  1.980611 4.933578 1.792000  2.439092
31  567.641476 1668.694466 2.039000  1.921939 5.257516 1.639000  2.641430
32  626.640600 1617.280326 0.101000  0.611892 0.815577 1.794000  1.557410
33  641.257042 1605.911502 0.078000  0.396231 0.820681 1.835000  -0.725004
34  653.409883 1593.731280 -0.039000  0.841874 0.692899 1.744000  -0.577632
35  632.177791 1644.664443 -0.267000  0.640566 0.784216 1.520000  1.006047
36  695.115876 1579.877765 0.692000  2.505207 7.733383 3.024000  2.489597
37  636.568336 1638.143802 0.164000  0.703724 0.614203 1.950000  2.455955
38  622.899345 1621.755190 0.111000  0.645454 0.698106 1.849000  -0.741623

5  39  1533151605.548192
614.448524 1638.649312 -0.603276
1  635.251579 1637.645905 0.248000  0.778413 0.700808 1.778000  2.492129
2  610.791484 1633.659282 0.991000  0.695994 0.824343 1.904000  2.427494
3  605.040869 1634.514478 0.876000  0.389257 0.269342 1.322000  2.956316
4  616.339104 1650.287882 0.963000  0.527823 0.647702 1.752000  2.781391
5  636.662858 1676.810999 0.099000  1.371027 1.364988 2.000000  1.111570
6  604.043631 1631.898544 0.660000  0.269853 0.402193 1.150000  -2.239401
7  619.799103 1626.250270 0.469000  0.719875 0.895985 1.975000  2.335639
8  626.369143 1620.766952 0.170000  0.674681 0.584533 1.590000  2.235848
9  646.588778 1611.611721 -0.025000  1.628541 4.569612 1.481000  -0.721611
10  600.614154 1641.186298 1.329000  0.692781 0.643613 1.929000  -0.398302
11  652.534484 1624.300147 -0.097000  0.593353 0.466412 1.348000  -0.700955
12  620.286590 1647.681645 0.871000  0.541434 0.504987 1.761000  2.400313
13  660.657146 1612.817279 0.041000  2.137450 4.908385 1.672000  -1.916145
14  636.188943 1651.334083 -0.044000  0.960797 0.757311 1.296000  -2.471111
15  622.356688 1623.218031 0.305000  0.602193 0.635823 1.890000  -0.752267
16  598.633560 1648.521108 1.236000  1.714241 4.552703 1.515000  -0.450716
17  640.202325 1644.237849 0.234000  0.536466 0.387593 1.656000  0.430244
18  626.372848 1619.491827 0.163000  0.469504 0.325396 1.622000  2.269313
19  662.574687 1618.451325 -0.096000  1.953966 4.446799 1.703000  -2.077709
20  640.912961 1643.299962 0.240000  0.552669 0.639416 1.807000  1.359528
21  631.092067 1637.028821 0.382000  0.517314 0.725104 1.877000  -2.473680
22  648.017242 1615.294829 0.027000  1.829685 4.495998 1.560000  2.419335
23  648.391775 1650.657854 0.332000  0.719554 0.650810 1.817000  -0.709635
24  646.622047 1622.184861 0.001000  1.880934 4.883115 1.525000  2.522073
25  653.013204 1623.908514 0.050000  0.666995 0.634623 1.711000  -0.673105
26  624.467229 1622.173193 0.176000  0.565331 0.738620 1.794000  2.240246
27  628.209325 1618.782725 0.075000  0.661721 0.600893 1.590000  2.246882
28  669.252039 1605.330960 0.012000  1.708816 4.878002 1.629000  2.397433
29  683.560043 1591.821654 0.119000  1.633721 14.336786 1.400000  2.240980
30  600.035374 1640.387867 1.268000  0.781942 0.755229 1.891000  -0.512927
31  629.037237 1633.035859 0.314000  1.970033 4.947127 1.792000  2.434354
32  650.978869 1602.878304 0.030000  1.717580 4.852213 1.531000  -0.556160
33  626.974676 1618.039686 0.276000  0.452106 0.818393 1.794000  1.907432
34  641.752545 1605.366622 0.253000  0.579930 0.648952 1.835000  -0.598642
35  655.288569 1593.641346 0.050000  0.728462 0.780059 1.744000  -0.683359
36  631.894532 1644.813944 -0.011000  0.817882 0.805837 1.520000  0.990967
37  695.519563 1581.463918 0.817000  2.931296 6.295024 3.024000  2.466972
38  636.165804 1638.175819 0.389000  0.708582 0.523524 1.950000  2.478217
39  623.202769 1621.401659 0.236000  0.529231 0.553692 1.849000  -0.705637

6  44  1533151606.048630
617.934112 1636.160092 -0.627174
1  635.275648 1637.465679 0.431000  0.844423 0.559106 1.778000  2.418980
2  609.659521 1634.758148 1.225000  0.728148 0.956172 1.904000  2.470042
3  605.035025 1634.520848 0.926000  0.338776 0.324385 1.322000  2.964070
4  637.157339 1643.266278 0.636000  0.527855 0.416620 1.725000  -2.967401
5  615.827578 1650.622110 1.163000  0.475299 0.584275 1.752000  2.716972
6  636.398112 1677.422569 0.470000  0.903123 0.949680 2.000000  1.149291
7  619.683849 1626.844557 0.703000  0.757734 0.868916 1.975000  2.309760
8  626.270678 1620.629588 0.381000  0.566905 0.760425 1.590000  2.326348
9  640.597090 1643.643356 0.278000  0.371995 0.065426 1.326000  0.436978
10  648.878846 1608.147994 0.146000  1.989650 4.526718 1.481000  -0.774865
11  601.124350 1640.862911 1.629000  0.608761 0.721585 1.929000  -0.533048
12  652.761748 1623.476403 0.103000  0.544359 0.703526 1.348000  -0.667025
13  619.967679 1647.799893 1.171000  0.882063 0.547467 1.761000  2.296247
14  660.007686 1613.269351 0.195000  2.146579 5.103060 1.672000  -1.911231
15  635.943777 1651.223896 0.016000  0.945300 0.696771 1.296000  -2.463444
16  622.641160 1622.446706 0.463000  0.586408 0.691959 1.890000  -0.820792
17  601.932997 1646.882552 1.381000  1.754874 4.402948 1.515000  -0.526283
18  639.783647 1643.813555 0.451000  0.579790 0.473315 1.656000  0.358119
19  626.204912 1619.748103 0.363000  0.499025 0.495673 1.622000  2.287077
20  662.645481 1618.357595 0.029000  1.502165 3.866136 1.703000  -2.074975
21  641.136842 1643.086179 0.465000  0.771368 0.538458 1.807000  1.336661
22  630.554014 1636.668872 0.574000  0.544210 0.719668 1.877000  -2.329584
23  645.122381 1618.171805 0.202000  1.774423 4.592691 1.560000  2.385498
24  649.040942 1649.697980 0.623000  0.719464 0.874770 1.817000  -0.326732
25  646.165189 1622.395037 0.193000  1.848353 4.956018 1.525000  2.434409
26  632.314426 1649.697065 0.398000  0.615911 0.593419 1.917000  2.512467
27  653.221660 1624.008770 0.225000  0.846925 0.433001 1.711000  -0.728540
28  623.828701 1622.661086 0.364000  0.714581 0.823274 1.794000  2.333937
29  628.017123 1618.838162 0.252000  0.588950 0.479886 1.590000  2.229946
30  670.839700 1604.951155 0.087000  1.610112 4.809249 1.629000  2.406903
31  683.741411 1592.583328 0.229000  1.009739 14.621555 1.400000  2.517993
32  601.055837 1639.717952 1.493000  0.792219 0.702179 1.891000  -0.494886
33  625.170981 1635.730543 0.720000  2.034136 4.769130 1.792000  2.483171
34  650.922557 1603.416484 0.130000  1.770856 4.663526 1.531000  -0.642788
35  627.139707 1618.801831 0.501000  0.501251 0.670235 1.794000  2.175610
36  633.648942 1650.503724 0.289000  0.721492 0.593706 1.917000  2.495379
37  642.028883 1604.638033 0.428000  0.957138 0.872671 1.835000  -0.680566
38  655.777772 1593.037938 0.238000  1.051562 0.678095 1.744000  -0.703036
39  632.317734 1645.244942 0.160000  0.734427 0.678217 1.520000  0.975274
40  693.163952 1582.086560 1.017000  3.322237 6.101636 3.024000  2.801144
41  673.041541 1595.691357 0.388000  1.251792 4.377253 1.539000  2.523143
42  635.805666 1638.835470 0.689000  0.674217 0.755295 1.950000  2.371020
43  623.571921 1620.852721 0.436000  0.551132 0.771812 1.849000  -0.680723
44  657.265973 1592.420894 0.218000  0.804149 0.523806 1.800000  2.191696

7  45  1533151606.549066
621.413034 1633.525589 -0.657550
1  634.231471 1638.312002 0.665000  0.556761 0.568670 1.778000  2.427964
2  609.634991 1634.784841 1.458000  0.703031 0.999359 1.904000  2.478122
3  605.152603 1634.476277 1.176000  0.330011 0.374857 1.322000  2.948077
4  637.761551 1642.900384 0.836000  0.346560 0.368871 1.725000  2.929924
5  615.237492 1650.589662 1.363000  0.549226 0.669910 1.752000  2.766875
6  612.785591 1603.655512 0.721000  0.542564 0.420361 1.715000  0.224445
7  618.652936 1627.027519 0.936000  0.856486 1.074282 1.975000  2.519303
8  626.383059 1621.376416 0.591000  0.603235 0.724108 1.590000  2.384978
9  640.756999 1644.147130 0.603000  0.351907 0.353284 1.326000  0.506082
10  651.776040 1605.570076 0.417000  1.953797 4.778307 1.481000  -0.727328
11  602.092051 1640.757837 1.829000  0.927725 0.650356 1.929000  -0.678176
12  653.446432 1623.280059 0.328000  0.651954 0.420844 1.348000  -0.793839
13  619.608389 1648.119369 1.171000  0.840143 0.322593 1.761000  2.252774
14  660.432309 1612.977011 0.374000  1.950332 5.007516 1.672000  -2.166387
15  636.117445 1651.547358 0.202000  1.005639 0.702671 1.296000  -2.412834
16  622.919603 1621.813909 0.621000  0.690248 0.750913 1.890000  -0.764745
17  604.493263 1645.048723 1.626000  1.881480 4.651381 1.515000  -0.599301
18  640.281851 1643.327166 0.667000  0.446444 0.511235 1.656000  0.306663
19  625.710360 1620.015316 0.563000  0.687935 0.470293 1.622000  2.341550
20  662.160741 1619.140566 0.354000  1.888388 4.444914 1.703000  -2.213119
21  640.457982 1642.770721 0.715000  0.681456 0.349620 1.807000  1.320626
22  630.683616 1636.698310 0.784000  0.380667 0.734122 1.877000  -2.228377
23  641.770758 1621.022268 0.377000  1.857441 4.467904 1.560000  2.358939
24  649.286509 1649.668727 0.763000  0.694729 0.925370 1.817000  0.022214
25  646.473984 1622.492569 0.384000  1.907031 4.693790 1.525000  2.378352
26  632.112730 1650.086182 0.649000  0.595593 0.629368 1.917000  2.532239
27  653.766464 1623.578761 0.525000  0.697621 0.880598 1.711000  -0.753492
28  622.913327 1622.543726 0.543000  0.748797 0.975889 1.794000  2.295510
29  627.808230 1619.473109 0.430000  0.399652 0.722543 1.590000  2.251803
30  670.659143 1604.050309 0.303000  2.014714 4.456863 1.629000  2.424132
31  684.204343 1591.658301 0.339000  1.157946 14.331274 1.400000  2.501533
32  601.126160 1639.448585 1.718000  0.814134 0.775544 1.891000  -0.545078
33  621.197344 1638.604275 1.117000  1.947310 5.039858 1.792000  2.584652
34  651.236010 1603.607639 0.308000  1.748709 4.380146 1.531000  -0.663491
35  626.788065 1619.012908 0.626000  0.724195 0.837600 1.794000  2.198529
36  633.886235 1650.423128 0.566000  0.735598 0.699084 1.917000  2.528103
37  642.193676 1604.061662 0.678000  0.609931 1.008590 1.835000  -0.691521
38  656.338033 1592.747031 0.554000  0.277706 0.957372 1.744000  -0.612425
39  632.242544 1644.563311 0.278000  0.753057 0.767035 1.520000  0.953141
40  632.131108 1650.290871 0.399000  0.492511 0.381931 1.489000  -0.653578
41  696.039651 1582.144605 1.367000  1.801165 7.108777 3.024000  2.428761
42  671.853303 1597.095675 0.625000  1.572641 4.946188 1.539000  2.506622
43  634.939039 1638.921087 0.889000  0.766790 0.705633 1.950000  2.445236
44  624.351483 1620.498849 0.636000  0.705257 0.765542 1.849000  -0.709575
45  655.827007 1593.034304 0.377000  0.632404 0.794947 1.800000  2.244570

8  50  1533151607.048933
624.903255 1630.734415 -0.678201
1  634.191900 1638.344497 0.898000  0.665768 0.622315 1.778000  2.471700
2  609.304832 1635.260745 1.691000  0.684662 0.990077 1.904000  2.463459
3  605.215251 1634.517829 1.476000  0.359167 0.338251 1.322000  2.976166
4  637.524410 1643.005977 0.986000  0.535111 0.304481 1.725000  3.063151
5  614.530651 1651.191359 1.588000  0.644336 0.410786 1.752000  2.675759
6  613.672123 1603.963868 0.846000  0.682929 0.596964 1.715000  0.270366
7  618.163826 1627.344437 1.162000  0.780895 0.975449 1.975000  2.611313
8  625.769208 1621.289991 0.752000  0.512216 0.692305 1.590000  2.355843
9  640.791608 1643.619334 0.628000  0.306683 0.432286 1.326000  0.506690
10  656.021386 1602.154776 0.538000  1.971876 4.986701 1.481000  -0.706702
11  602.143719 1640.068644 2.004000  0.594254 0.663571 1.929000  -0.751513
12  653.997534 1622.588999 0.353000  0.533169 0.553865 1.348000  -0.683189
13  618.868756 1648.882991 1.521000  0.734077 0.414045 1.761000  2.364720
14  659.593975 1613.038497 0.553000  1.986719 5.172241 1.672000  -1.974942
15  636.525370 1651.181492 0.377000  0.953143 0.805098 1.296000  -2.520782
16  623.069111 1621.469142 0.755000  0.639011 0.637505 1.890000  -0.762364
17  607.145865 1643.666588 1.745000  1.937719 4.404023 1.515000  -0.487293
18  640.378948 1643.593114 0.817000  0.476555 0.182519 1.656000  0.581759
19  646.958628 1640.995646 0.981000  0.565495 0.374553 1.717000  -2.945197
20  625.376754 1620.499399 0.763000  0.584357 0.382701 1.622000  2.459031
21  662.553076 1618.033563 0.354000  1.619633 4.415967 1.703000  -2.126454
22  640.830540 1642.971261 0.840000  0.668143 0.480023 1.807000  1.182668
23  630.611189 1636.478232 0.995000  0.550360 0.884176 1.877000  -2.191212
24  637.964916 1624.665973 0.552000  1.738956 4.577031 1.560000  2.431310
25  649.329216 1649.001632 1.079000  0.494934 0.878517 1.817000  0.290302
26  646.657064 1622.471685 0.451000  2.096748 4.702010 1.525000  2.465948
27  647.511118 1603.852144 0.243000  0.564752 0.310908 0.765000  -0.638621
28  632.324067 1649.916375 0.926000  0.526157 0.569241 1.917000  2.472219
29  654.135858 1622.915496 0.625000  0.792572 0.604619 1.711000  -0.771074
30  623.206495 1622.984055 0.722000  0.589671 0.770266 1.794000  2.382492
31  627.465087 1619.801704 0.607000  0.527200 0.635493 1.590000  2.353786
32  673.722785 1581.911096 0.683000  1.876180 2.933917 1.580000  -0.912688
33  671.497996 1604.785797 0.470000  1.468504 4.867983 1.629000  2.482879
34  684.542065 1592.479148 0.449000  1.744094 14.066379 1.400000  2.357174
35  614.109787 1611.157252 0.646000  1.751835 4.243939 1.675000  -2.279066
36  601.953445 1639.462670 1.998000  0.690598 0.454628 1.891000  -0.612665
37  617.204788 1641.149679 1.514000  2.026840 4.770874 1.792000  2.539763
38  650.828047 1603.404612 0.485000  1.896731 4.625931 1.531000  -0.634019
39  626.356418 1619.006124 0.751000  0.780246 0.560193 1.794000  2.266063
40  607.469532 1603.782821 1.185000  2.029633 5.132126 2.042000  -2.270883
41  633.300494 1650.516145 0.778000  0.819439 0.557196 1.917000  2.482294
42  643.378295 1603.524177 0.928000  0.811037 0.865709 1.835000  -0.717607
43  657.021437 1591.784137 0.670000  0.657252 0.784512 1.744000  -0.672040
44  631.937888 1644.663063 0.598000  0.653812 0.821496 1.520000  1.117407
45  631.760092 1650.594411 0.686000  0.520737 0.574406 1.489000  -0.644549
46  695.834485 1582.175293 1.367000  2.658832 6.199008 3.024000  2.074587
47  669.071424 1599.246411 0.663000  1.766877 4.549288 1.539000  2.325719
48  634.851312 1639.306793 1.089000  0.598670 0.870724 1.950000  2.482079
49  624.693674 1619.864921 0.836000  0.644809 0.708327 1.849000  -0.773473
50  655.155910 1593.863895 0.535000  0.639171 0.634484 1.800000  2.268679

9  49  1533151607.548824
628.343092 1627.868327 -0.691232
1  633.945240 1638.964412 1.131000  0.609186 0.709128 1.778000  2.476251
2  608.800642 1635.472290 1.825000  0.715193 0.986015 1.904000  2.479240
3  637.393791 1643.112039 1.086000  0.461634 0.497818 1.725000  3.147292
4  613.992460 1651.415691 1.813000  0.424808 0.509012 1.752000  2.664930
5  614.038479 1603.749104 0.921000  0.485420 0.440431 1.715000  0.277983
6  617.020504 1628.214115 1.380000  0.698810 1.067858 1.975000  2.479135
7  625.161862 1621.797331 0.912000  0.561282 0.922856 1.590000  2.324580
8  640.744011 1643.351443 0.778000  0.382600 0.539455 1.326000  0.434879
9  659.732469 1599.875468 0.659000  1.896368 4.871546 1.481000  -0.682336
10  602.577326 1639.411994 2.179000  0.632084 0.573032 1.929000  -0.762601
11  653.914167 1622.049955 0.378000  0.523261 0.542291 1.348000  -0.749529
12  618.522092 1649.290386 1.646000  0.744574 0.652594 1.761000  2.461294
13  660.160823 1612.693445 0.633000  1.976317 4.726424 1.672000  -1.960494
14  636.230487 1651.039378 0.552000  0.943874 0.842671 1.296000  -2.501413
15  624.273714 1620.572418 0.888000  0.540477 0.604338 1.890000  -0.773079
16  609.646923 1642.345885 1.865000  1.963683 4.482873 1.515000  -0.525351
17  640.467934 1643.611208 0.892000  0.480618 0.356757 1.656000  0.489166
18  646.384640 1641.044427 1.031000  0.514091 0.328055 1.717000  -2.716206
19  625.264528 1620.263041 0.813000  0.433286 0.488584 1.622000  2.433937
20  663.089325 1618.571445 0.404000  1.696064 4.363202 1.703000  -2.104285
21  640.859337 1642.908739 0.965000  0.714417 0.477033 1.807000  1.016289
22  630.827743 1636.253051 1.124000  0.405799 0.869663 1.877000  -2.120308
23  634.445132 1628.274466 0.727000  1.684618 4.389922 1.560000  2.425501
24  649.729099 1649.496125 1.045000  0.526010 0.732197 1.817000  0.700344
25  646.751487 1622.484386 0.518000  1.739751 4.789439 1.525000  2.372137
26  647.550405 1604.085477 0.293000  0.468496 0.229793 0.765000  -0.705207
27  632.575818 1650.250567 1.203000  0.627666 0.631938 1.917000  2.554414
28  654.409891 1622.755450 0.525000  0.551534 0.570797 1.711000  -0.708553
29  622.817406 1623.541581 0.901000  0.727935 0.957638 1.794000  2.346573
30  627.428895 1619.831858 0.785000  0.354632 0.397876 1.590000  2.334539
31  674.440686 1580.556728 0.758000  1.858917 3.387130 1.580000  -0.637591
32  670.160609 1604.337243 0.487000  1.903928 4.194828 1.629000  2.429022
33  683.181643 1591.630869 0.559000  1.511876 14.196540 1.400000  2.441690
34  613.568625 1611.141873 0.946000  1.857405 4.316445 1.675000  -2.285149
35  602.397123 1638.539301 2.046000  0.696437 0.564060 1.891000  -0.623664
36  613.474601 1643.938105 1.889000  1.951527 4.675518 1.792000  2.558254
37  650.755809 1602.918509 0.529000  2.022278 4.913097 1.531000  -0.703247
38  626.507128 1619.928814 0.876000  0.480620 0.683991 1.794000  2.361146
39  607.029596 1603.731106 1.360000  1.990545 5.489331 2.042000  -2.241777
40  633.779533 1650.092474 0.975000  0.700841 0.573577 1.917000  2.432994
41  644.254027 1602.959180 0.928000  0.735225 0.750323 1.835000  -0.671010
42  658.108309 1591.033156 0.710000  0.766640 0.880020 1.744000  -0.710501
43  632.088315 1644.661233 0.696000  0.786274 0.836001 1.520000  0.930677
44  632.221494 1650.199871 0.973000  0.422183 0.440620 1.489000  -0.714886
45  694.973799 1579.498637 1.317000  1.966317 6.835828 3.024000  2.244434
46  667.684710 1599.872695 0.700000  1.811255 4.890441 1.539000  2.343895
47  634.528656 1639.916079 1.189000  0.792631 0.757699 1.950000  2.416270
48  624.934811 1619.261111 0.911000  0.588087 0.748091 1.849000  -0.685448
49  654.433574 1594.361576 0.560000  0.828402 0.683530 1.800000  2.387875

10  49  1533151608.048151
631.769556 1624.966390 -0.696039
1  633.267024 1639.410333 1.131000  0.599656 0.755745 1.778000  2.438545
2  608.400102 1636.223198 1.958000  0.693649 1.189833 1.904000  2.467000
3  637.617060 1642.654339 1.186000  0.436867 0.444412 1.725000  3.045853
